Job #,Borough,House #,Street Name,Block,Lot,Bin #,Job Type,Community - Board,Curb Cut,Fully Permitted,Initial Cost,Proposed Zoning Sqft,Horizontal Enlrgmt,Vertical Enlrgmt,Enlargement SQ Footage,Zoning Dist1,Job Description
103433303,Manhattan,142,5 AVENUE,821,38,1015475,A2,105,,2003-07-25,50000.0,0,,,0,M1-6M,"Interior renovation of an existing loft apartment. Partition, plumbing and mechanical work as per plans filed herewith. No change of use, occupancy or egress."
301467302,Brooklyn,635,2 STREET,1077,44,3025259,A2,306,,2002-12-19,50000.0,0,,,0,,PROVIDE NEW KITCHEN BATHROOMS INSTALL NEW CONVENIENCE STAIRS CELLAR TO 2ND FLOOR MINOR PARTITION ALTERATIONS PROVIDE STEEL DECK STAIR TO REAR YARD REPLACE EXISTING WINDOWS COMBINE 1ST 2ND FLOOR APARTMENTS NO CHANGE TO OCCUPANCY USE OR EGRESS
301469186,Brooklyn,387,ATLANTIC AVENUE,177,39,3325935,A1,302,,2003-09-12,60000.0,0,,,0,C6-1,CHANGE USE FROM MANUFACTURING TO STORE AND 3 APARTMENTS. NEW ENCLOSURE FOR BOILER AND STAIRS.
103440439,Manhattan,500,WEST END AVENUE,1232,7502,1033103,A2,107,,2003-06-19,50000.0,0,,,0,R10A,"APARTMENT RENOVATIONS AS SHOWN ON PLANS. NO CHANGE IN USE (U.G.), OCCUPANCY OR EGRESS."
103444578,Manhattan,47,WEST   73 STREET,1126,9,1028657,A2,107,,2004-01-06,55000.0,0,,Y,73,R8B,"Remodel front and rear aprtments . Add extension to rear apartment. No change to use, egress, or occupancy."
103450329,Manhattan,81,IRVING PLACE,875,19,1017914,A2,106,,2003-05-16,45000.0,0,,,0,R8B,"Renovation of apartment #11F/G.  Work to include general construction &amp; plumbing work as per plans filed herewith.  No change to use, egress or occupancy."
103452755,Manhattan,279,CENTRAL PARK WEST,1202,7501,1031513,A2,107,,2003-09-09,50000.0,0,,,0,R10A,"Renovation of apartment apt#3B.  Minor partitions and replace bathrooom fixtures, kitchen sinks and relocate stove.  No change of use, egress or occupancy under this application."
103453503,Manhattan,1050,5 AVENUE,1498,1,1046845,A2,108,,2003-07-03,60000.0,0,,,0,R10,"RENOVATE APARTMENT 4F. REMOVE AND INSTAL L MINOR INTERIOR PARTITION WORK PLUMBING AND MECHANICAL WORK. REPLACE WI NDOW AT THE REAR. NO CHANGE IN USE, EGR SS OR OCCUPANCY."
103443043,Manhattan,28,WEST   38 STREET,839,63,1015975,A2,105,,2003-12-23,45000.0,0,,,0,M1-6,"Apartment renovation.  Remove and install interior partitions, doors.  Install exhaust vents for kitchen and bathrooms.  Remove and install plumbing fixtures as indicated on plans.  NO CHANGE TO USE, EGRESS OR OCCUPANCY."
301475892,Brooklyn,211,DEAN STREET,190,56,3001174,A1,302,,2003-03-19,50000.0,0,,Y,405,R6,"Combine 3 class A apartments on the base ment and first floors into one apartment. Interior demolition of non lo ad bearing partions. Removal of existing kitchens and baths. Install new  partitions, ceilings, bathrooms &amp; kitchen. NO EXTERIOR WORK TO BE DONE UND ER THIS APPLICATION."
301476784,Brooklyn,554,HUMBOLDT STREET,2727,12,3067965,A2,301,,2003-08-13,55000.0,0,,,0,R6,"MISCELLANEOUS BASEMENT APARTMENT RENOVATIONS. ENLARGE BATHROOM. REPLACE EXISTING EXTERIOR VENEER WITH NEW. NO CHANGE TO USE, EGRESS NOR OCCUPANCY."
103445522,Manhattan,545,WEST END AVENUE,1248,29,1033941,A2,107,,2003-06-16,60000.0,0,,,0,R10A,"Combine existing apartments 7E and 7F.  Work includes partition changes and some plumbing.  No change in use, occupancy or egress this application."
301478283,Brooklyn,287,HICKS STREET,261,14,3002367,A1,302,,2004-02-25,80000.0,0,,,0,R6,Alter an four (4) family dewlling into a three (3) family dwelling. The  first and second floors is to be a duplex apartment. No change to egress.
301479111,Brooklyn,184,CLINTON AVENUE,1901,39,3054795,A2,302,,2003-05-01,58000.0,0,,,0,R6,PROPOSED COMBINATION OF TWO ADJACENT FIRST FLOOR APARTMENTS INTO ONE NEW APARTMENT WITH THE ELIMINATION OF ONE KITCHEN.
301479291,Brooklyn,374,12 STREET,1030,23,3023268,A2,306,,2003-07-01,54000.0,0,,,0,R6,"Renovate existing apartments as shown on plans submitted herewith.  Renovation to include demolition and construction of new partitions, minor modifications to plumbing.  No change in use, egress or occpancy."
103449911,Manhattan,182,5 AVENUE,824,41,1015564,A1,105,,2003-10-07,55000.0,0,,Y,652,C6-4M,BULK ENLARGEMENT OF PROPOSED MIXED USE B UILDING. MODIFICTIONS TO CREATE 2 APARTMENTS FORM 1 ON THE FOURTH FLOOR. BULK ENLARGEMENT FOR INSTALLATION OF ME ZANINE OF FOURTH FLOOR. ARCHITECTURAL WORK. NEW CERTIFICATE OF OCCUPANCY TO BE OBTAINED. APPLICATION ALSO TO BE USED FOR THE DISMISSAL OF VIO#34205612L.
103450221,Manhattan,303,LEXINGTON AVENUE,893,25,1019090,A1,106,,2004-02-18,50000.0,0,,,0,R10,FILED HEREWITH ARE ARCHITECTURAL DRAWING TO SHOW OUTDOOR RESTAURANT ON PENTHOUSE ROOF. THIS IS AN ACCESSORY RESTAURANT TO THE EXISTING APARTMENT HOTEL FILED UNER ALATERATION TYPE 1 #103560889.
301480911,Brooklyn,200,TILLARY STREET,2050,104,3058216,A2,302,,2003-05-01,50000.0,0,,,0,,"It is proposed to remove interior partitions, show layout of existing apartments UG 2, which will be occupied by three (3) unrelated persons and accessory uses o n the forth floor under the existing certificate of occupancy # 246134. No chang e in use ,egress or occupancy."
103451612,Manhattan,1120,5 AVENUE,1505,1,1047101,A2,108,,2003-06-09,44000.0,0,,,0,R10,"HEREWITH FIING FOR MECHANICAL INSTALLA- TION IN EXISSSTING APARTMENT WITH RELATED GENERAL CONSTRUCTION WORK. NO CHANGE IN USE,EGRESS OR OCCUPANCY"
301487102,Brooklyn,1104,MANHATTAN AVENUE,2488,5,3063762,A2,301,,2003-05-14,60000.0,0,,,0,C1-3,"Interior renovation of existing 2nd &amp; 3rd floor apartments.  New vinyl siding at rear.  Plumbing &amp; partition work as per plan.  No change in bulk, use, occupancy, room count, or egress."
340348430,Brooklyn,1588,PRESIDENT ST,1407,26,3037892,A2,309,,2016-05-09,70000.0,0,,,0,R4,"INTERIOR RENOVATION TO EXISTING APARTMENT. RELOCATE EXISTING PLUMBING FIXTURES AND WALLS. NO CHANGE IN USE, EGRESS AND OCCUPANCY."
103456074,Manhattan,470,WEST   24 STREET,721,7501,1067979,A2,104,,2003-07-17,40000.0,0,,,0,C2-5,"Renovation of apartment.  Partition and plumbing work only.  No change in egress, use or occupancy."
103459678,Manhattan,730,PARK AVENUE,1385,37,1041333,A2,108,,2003-06-06,85000.0,0,,,0,R8B,"INTERIOR RENOVATION TO EXISTING PENTHOUSE APARTMENT ON THE 19th AND 20th FLOOR, REMOVE AND RELOCATE PARTITIONS, REMOVE  REPLACE AND INSTALL NEW PLUMBING FIXTURES, ALL AS PER PLAN, NO CHANGE IN USE EGRESS OR OCCUPANCY."
301490624,Brooklyn,2150,DEAN STREET,1447,101,3388830,A1,316,,2004-10-21,60000.0,0,,,0,C2-3,CHANGE USE FROM STORE AND 4 APARTMENTS TO 3-FAMILY DWELLING. NEW ENCLOSURE FOR BOILER AND STAIRS.
103461086,Manhattan,75,EAST    3 STREET,445,49,1006190,A2,103,,2003-10-09,40000.0,0,,,0,R7-2,"COMBINATION OF TWO REAR UNITS INTO ONE NEW APARTMENT. AS PER TPPN #3/97. PROVISION OF RECREATION ROOM TO WORK IN CONJUNCTION WITH APARTMENT ABOVE. AS PER MANHER SHAH MEMO DATED 4/17/00.  PARTITION &amp; PLUMBING/STRUCTURAL WORK AS REQUIRED. ALL AS PER PLANS &amp; APPLICATIONS FILED HEREWITH. THERE IS NO CHANGE IN USE, OCCUPANCY OR MEANS OF EGRESS."
103462227,Manhattan,120,EAST   87 STREET,1515,7502,1047955,A2,108,,2003-07-01,85000.0,0,,,0,C5-1A,"COMBINATION OF APARTMENTS 16A AND 16G ON THE 16th FLOOR, MINOR PARTITION AND PLUMBING WORK, ALL AS PER PLAN. NO CHANGE ON EGRESS, USE OR OCCUPANCY UNDER THIS APPLICATION."
103463306,Manhattan,314,EAST   83 STREET,1545,43,1049901,A2,108,,2003-08-18,60000.0,0,,,0,R8B,"Renovation of an existing apartment. Mis CELLANEOUS DEMOLITION AND CONST UCTION OF NON-BEARING PARTITIONS. ENLARG E EXISTING BATHROOM. CHANGE KITCHENETTE TO KITCHEN/LIVING ROOM. ENLARGE, VERTICA LLY THE 2 WINDOWS AT REAR. NO CHANGE TO USE, EGRESS OR OCCUPANCY."
103466740,Manhattan,239,CENTRAL PARK WEST,1197,36,1031233,A2,107,,2003-10-02,80000.0,0,,,0,R10A,"Renovation of an existing apartment to include partition changes.  No change in use, egress or occupancy under this application."
301498234,Brooklyn,325,ROEBLING STREET,2140,26,3341975,A2,301,,2003-04-28,45000.0,0,,,0,,MODIFICATION OF APARTMENTS FOR HANDICAPP ED ACCESSIBILITY. NO CHANGE IN USE EGRESS OR OCCUPANCY.
301498207,Brooklyn,258,DEAN STREET,197,11,3001424,A2,302,,2003-03-10,60000.0,0,Y,,43,R6,"Combination of apartment on parlor level (1st floor) with apartment on the 2nd f loor along with general construction and plumbing work as per plans.  Installati on of convenience stair as per plans.  No change to use, egress or occupancy."
103468196,Manhattan,1623,3 AVENUE,1537,1,1086172,A2,108,,2004-05-24,40000.0,0,,,0,C2-8,"Filing herewith to renovate and combine apartments 41 A and 41B. Create opening between apartments, plumbing modifications.  No change in use egress or occupancy."
301498920,Brooklyn,314,LEONARD STREET,2753,2,3068547,A1,301,,2004-04-05,80000.0,0,,,0,R6,Create Duplex Apartment in existing 2 Family House.  Alter interior partitions.  Relocate existing Kitchen &amp; Bathrooms at First Floor.
103469881,Manhattan,101,WEST   81 STREET,1212,7501,1032052,A2,107,,2003-10-21,42000.0,0,,,0,C1-8A,"Renovation of an existing apartment, including roof access and installation of a new roof deck.  General construction, plumbing and structural work to  be performedd as per plans filed herewith.  There will be no change to use, egress or occupancy under this application."
103472047,Manhattan,430,EAST   63 STREET,1457,17,1078385,A2,108,,2003-06-12,53000.0,0,,,0,R8,"Interior alterations to apartment 1-H on 1st floor in the existing building (Unit 3) including interior partitions and plumbing fixtures as indicated on plans filed herewith. No change to zoning, use, egress, or occupancy."
102344447,Manhattan,401,EAST   74 STREET,1469,7501,1045891,A2,108,,2011-06-02,70000.0,0,,,0,C1-5,"COMBINE EXISTING APARTMENTS 12C &amp; 12D.  MINOR PARTITION CHANGES, REMOVE KITCHEN AND INSTALL NEW BATHROOM AS PER PLANS FILED.  NO CHANGE IN USE, EGRESS OR OCCUPANCY."
321400373,Brooklyn,205,PARK PLACE,1158,69,3028747,A2,308,,2016-06-13,79000.0,0,,,0,R6B,"COMBINE 2 EXISTING APARTMENTS TO ONE APARTMENT #11 WITH MINOR INTERIOR RENOVATIONS AS PER SUBMITTED DRAWINGS.  NO CHANGE IN OCCUPANCY, USE OR EGRESS."
103490385,Manhattan,38,EAST   85 STREET,1496,54,1046824,A2,108,,2004-03-18,60000.0,0,,,0,C5-1,"MINOR PARTITION AND PLUMBING WORK IN APARTMENT 3D. NO CHANGE IN EGRESS,USE OR OCCUPANCY INVOLVED UNDER THIS APPLICATION."
103480948,Manhattan,347,WEST  141 STREET,2051,7,1061040,A2,109,,2004-01-21,85000.0,0,,,0,R7-2,"REPAIR TO FIRE DAMAGED APARTMENTS AT THIRD AND FOURTH FLOOR REAR, TO INCLUDE MINOR PARTITIONS REPAIR TO WALLS AND FLOORS FINISHES, ALSO REMOVAL OF FUEL STORAGE TANK AT CELLAR, COMPLETED UNDER APPLICATION 101989341, NO CHANGE IN USE, EGRESS OR OCCUPANCY UNDER THIS APPLICATION."
103481992,Manhattan,1809,7 AVENUE,1820,61,1054938,A2,110,,2003-06-27,79000.0,0,,,0,,"GAS REPIPE FROM METER BANKS TO STOVES IN 36 APARTMENTS AND ONE BOILER IGNITION. REPLACE FIXTURES IN EXISTING LOCATIONS. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
103482562,Manhattan,353,WEST 56 STREET,1047,7501,1087148,A2,104,,2004-02-05,40000.0,0,,,0,,"COMBINE APARTMENTS 10F &amp;10G AS PER PLA A ND TPPN NO.3/97 REMOVE NON-BARI G INTERIOR PARTITIONS,INSTALL NEW PARTIT IONS AND PATCH CEILING AS REQUIRED INST LL NEW PLUMBING FIXTURES NO CHANGE IN OCCUPANCY,USE EGRESS OR BULK."
103485373,Manhattan,32,GRAMERCY PARK,875,47,1017928,A2,106,,2003-08-13,60000.0,0,,,0,C1-9A,ALT-2  COMBINATION OF 2 CLASS A APARTMENTS INCLUDING PARTITION AND MINOR PLUMBING WORK. NO CHANGE TO USE EGRESS OR OCCUPANCY UNDER THIS APPLIATION
301514341,Brooklyn,160,PRESIDENT STREET,349,14,3004729,A1,306,,2004-01-29,40000.0,0,,Y,804,R6,"NEW 4TH STORY OVER EXISTING 3 STORY AND BASEMENT STRUCTURE,CREATE DUPLEX APARTMENT ON THE 3RD AND 4TH FLOOR, INCL  UDING INTERIOR WORK ON THE 3RD AND 4TH FLOOR,FIRE ESCAPE AT TOP FLOOR. ALL AS P ER PLANS FILED."
301515340,Brooklyn,371,84 STREET,6017,49,3152441,A1,310,,2003-08-07,75000.0,0,,Y,1120,R6,ONE STORY MASONRY ENLARGEMENT ABOVE EXISTING TWO FAMILY RESIDENCE. CONVERT UPPER TWO FLOORS TO DUPLEX APARTMENT
301516820,Brooklyn,887,UNION STREET,1063,60,3024598,A2,306,,2003-03-25,80000.0,0,,,0,R7B,"Alterations to existing 2 - family dwelling. New kitchen and alterations to bathroom at basement apartment. New bathrooms on 2nd and 3rd floor. Alterations to kitchen at first floor. Minor partition work for closet reconfiguration. New central air conditioning. New windows. No change to zoning, use, egress or occupancy under this application."
301516937,Brooklyn,651,VERMONT STREET,3842,10,3085618,A1,305,,2003-05-09,70000.0,0,,,0,C1-3,CHANGE USE FROM 5 APARTMENTS TO 4-FAMILY DWELLING. NEW ENCLOSURE FOR BOILER AND STAIRS.
301520030,Brooklyn,447,KINGS    4 WALK,1344,175,3035751,A2,308,,2003-09-11,75000.0,0,,,0,,MODIFICATION FO APARTMENTS FOR HANDICAPP ED ACCESSIBLITY NO CHANGE IN US  EGRESS OR OCCUPANCY
301521119,Brooklyn,221,CHURCH AVENUE,5335,34,3124559,A2,312,,2003-10-07,40000.0,0,,,0,C1-1,"Propose  to  renovate  apartment on  Second  and  Third  Floors. Install   New Plumbing  fixtures  ,floor  beams and  partitions  as  per  plans.  No  Change in  Use,Egress or  Ocupancy."
103495488,Manhattan,2000,BROADWAY,1140,7502,1070362,A2,107,,2003-10-17,80000.0,0,,,0,C4-6A,"MODIFY APARTMENT PLUMBING FINISHES, PARTITIONS. NO CHANGE OF USE,EGRESS OR OCCUPANCY."
103500203,Manhattan,628,EAST   14 STREET,396,20,1084880,A2,103,,2003-07-28,70000.0,0,,,0,R7-2,"Combine two existing apartments. Install new partitions. No change to use, egress or occupancy."
103503987,Manhattan,325,RIVERSIDE DRIVE,1891,35,1057225,A2,107,,2003-10-02,60000.0,0,,,0,R10,"Renovation of an existing apartment.  Work to include general construction, HVAC &amp; plumbing as per plans filed herewith.  No change in use, egress or occupancy."
103511567,Manhattan,229,EAST   79 STREET,1525,15,1048513,A2,108,,2003-09-11,55000.0,0,,,0,R10A,"Interior renovation and combination of apartments 3AB and 4B. Architectural, plumbing and mechanical work. There  is to be no change of use, occupancy or egress under this  application."
103511585,Manhattan,20,EAST    9 STREET,566,18,1009223,A2,102,,2004-01-30,63000.0,0,,,0,C1-7,"Interior renovation and combination of existing apartments 15E &amp; 15F. Architectural, plumbing and mechanical work. No change of use, occupancy, or egress."
103507778,Manhattan,6,WEST   77 STREET,1129,39,1028817,A2,107,,2003-09-24,70000.0,0,,,0,,"APARTMENT RENOVATIONS. INTERIOR PARTITIO NS, AND PLUMBING WORK. NO CHANG  IN USE EGRESS OR OCCUPANCY."
103508278,Manhattan,225,WEST   86 STREET,1234,19,1033197,A2,107,,2003-08-18,57000.0,0,,,0,C4-6A,"REARRANGE PARTITIONS, FINISHES &amp; PLUMBING FIXTURES IN APARTMENT 114 AND PROVIDE VENTILATION FOR BATHROOMS AS PER PLANS FILED.  NO CHANGE IN USE, OCCUPANCY OR EGRESS."
103514136,Manhattan,310,WEST   86 STREET,1247,40,1033922,A2,107,,2003-10-03,60000.0,0,,,0,R10A,"Combination and renovation of two (2) existing apartments into one (1) apartment on the 8th floor. Work to include general construction &amp; plumbing as per plans filed herewith.  No change in use, egress or occupancy."
103514546,Manhattan,35,EAST   85 STREET,1497,21,1046831,A2,108,,2003-09-16,50000.0,0,,,0,C5-1,"Application filed for interor renovation of apartment # 4C.  No change, to use egress or occupancy."
103518356,Manhattan,784,PARK AVENUE,1388,37,1041504,A2,108,,2003-10-10,70000.0,0,,,0,,"INTERIOR RENOVATION TO APARTMENT. NEW PARTITIONS AND KITCHEN RENOVATIO NS.  NO CHANGE IN USE, EGRESS OR OCCUPANCY."
301541259,Brooklyn,157,NORTH    5 STREET,2336,40,3062228,A2,301,,2003-08-25,70000.0,0,,,0,R6,"RENOVATE EXISTING APARTMENTS. WORK TO INCLUDE NEW BATHROOMS AND KITCHENS  ON FLOORS 1 THROUGH 3. NO CHANGE TO USE, EGRESS NOR OCCUPANCY."
103533115,Manhattan,200,EAST   72 STREET,1426,44,1043955,A2,108,,2003-08-26,55000.0,0,,,0,C1-5,"COMBINATION OF APARTMENT 12J &amp; 12K ON THE 12TH FLOOR, RELOCATE PARTITIONS, REMOVE AND INSTALL PLUMBING FIXTURES, ALL AS PER PLAN. NO CHANGE IN EGRESS, USE OR OCCUPANCY UNDER THIS APPLICATION."
103542187,Manhattan,16,JANE STREET,615,68,1011041,A2,102,,2003-09-03,70000.0,0,,,0,,HOT AND COLD WATER REPIPE THROUGHOUT BUI LDING GAS REPIPE FROM METER BAN S TO STOVES IN EACH APARTMENT NO CHANGE IN USE EGRSEE OR OCCUPANCY
103534668,Manhattan,71,GRAND STREET,229,20,1077454,A2,102,,2004-06-02,50000.0,0,,,0,M1-5B,"INTERIOR RENOVATION TO EXISTING APARTMENT ON THE 3RD FLOOR, REMOVE AND RELOCATE PARTITION, REPLACE WINDOW IN KIND, REMOVE RELOCATE AND INSTALL NEW PLUMBING FIXTURES, ALL AS PER PLAN. NO CHANGE IN EGRESS, USE OR OCCUPANCY UNDER THIS APPLICATION."
301555378,Brooklyn,921,45 STREET,5607,69,3136327,A1,312,,2005-06-24,40000.0,0,,Y,1390,R6,New CO. Add 3rd floor - create (2) duplex apartments. Related plumbing work. New balconies.
103538655,Manhattan,32,GRAMERCY PARK SOUTH,875,47,1017928,A2,106,,2003-10-30,41000.0,0,,,0,C1-9A,"Interior renovation and combination of apartments 15B and 15D.  Architectural and plumbing work.  There is to be no change of use, occupancy or  egress under this application."
103538664,Manhattan,222,PARK AVENUE SOUTH,847,38,1016151,A2,105,,2004-02-12,63000.0,0,,,0,C6-4A,"Interior  renovation of apartment 8E including partition,  plumbing and mechanical work.  There is to be no change of use occupancy or egress under this application."
103544381,Manhattan,2,HORATIO STREET,616,7501,1067567,A2,102,,2015-12-11,40000.0,0,,,0,C1-6,"COMBINE APARTMENT 8 L,N,P, MINOR INTERIOR PARTITIONS, MINOR PLUMBING WORK, REMOVE 2 KITCHENS AND CAP LINES. NO CHANGE IN USE EGRESS OR OCCUPANCY."
301564297,Brooklyn,1968,OCEAN AVENUE,6757,46,3181619,A1,314,,2003-09-02,55000.0,0,,,0,R6,REMOVE EXISTING APARTMENTS AND INSTALL D AY CARE WITH 4 CLASSROOMS. ADD STEEL EGRESS STAIR TO 2ND FLOOR. INSTALL  CONCRETE RAMP TO 1ST FLOOR FOR ACCESS BY THE HANDICAPPED.
103547495,Manhattan,259,WEST  132 STREET,1938,12,1058768,A1,110,,2003-10-07,75000.0,0,,,0,R7-2,Rehabilitation of existing building.  Change use of building from Class B Multiple Dwelling to Class A Multiple Dwelling with three apartments.
301567356,Brooklyn,22,REMSEN STREET,251,17,3002117,A2,302,,2003-08-01,40000.0,0,,,0,,"COMBINE APARTMENTS WITHOUT AFFECTING THE  CERTIFICATE OF OCCUPANCY.  RED CE NUMBER OF APARTMENTS FROM 4 UNITS TO 3 UNITS.  INTERIOR PARTITION WORK, REFUR BISH BATHROOMS AND KITCHENS.  NO CHANGE IN USE, EGRESS OR OCCUPANCY."
103551336,Manhattan,146,WEST   82 STREET,1212,52,1032036,A2,107,,2003-10-07,85000.0,0,,,0,R8,"COMBINE APARTMENTS AT 5TH AND 6TH FLOOR WITH MINOR DEMOLITION, NEW PLUMBING, ACCESSORY STAIRS AND MINOR PARTITION CHANGE AS PER PLANS FILED. NO CHANGE IN USE EGRESS OR OCCUPANCY."
103557214,Manhattan,250,WEST   90 STREET,1237,7502,1033386,A2,107,,2003-10-28,40000.0,0,,,0,C4-6A,"COMBINING APARTMENTS 9A AND 9B TO CREATE A LARGER APARTMENT.  MINOR PARTITION CHANGES. REPLACING AND NEW PLUMBING FIXTURES.  NO CHANGE IN EGRESS, USE OR OCCUPANCY."
103559542,Manhattan,10,GRACIE SQUARE,1590,30,1051385,A2,108,,2003-12-29,40000.0,0,,,0,R10A,"This application is being filed for renovation of a kitchen and bathroom on the 9th floor apartment as indicated on the plans submitted herewith. No change in use, egress or occupancy."
103559677,Manhattan,15,WEST   72 STREET,1125,24,1028636,A2,107,,2003-12-10,40000.0,0,,,0,R10A,"Combination and renovation of two (2) existing apartments into one (1) apartment on the 23rd flr.  Work to include general construction &amp; plumbing modifications as per plans filed herewith.  No change in use, egress or occupancy."
103560308,Manhattan,241,WEST   23 STREET,773,22,1014146,A2,104,,2003-12-29,57000.0,0,,,0,C2-7A,"Interior renovation of an existing loft apartment #3A.  Architectural, structural, plumbing, and sprinkler work.  There is to be no change of use, occupancy or egress under this application."
301574801,Brooklyn,1313,59 STREET,5705,47,3391981,A1,312,,2005-10-28,55000.0,0,,Y,4120,R5,Vertical extension and convert Existing garage to apartments.
301575855,Brooklyn,159,FRANKLIN AVENUE,1913,19,3054970,A2,303,,2005-01-18,61000.0,0,,,0,R6,"PROPOSE RENOVATE EXISTING WALK UP APARTMENT BUILDING WITH MINOR PARTITION, REPLACEMENT OF PLUMBING FIXTURES, INTERIOR FINISHED WORKS AS PER PLAN.  NO CHANGE IN USE, EGRESS, &amp; OCCUPANCY."
103561851,Manhattan,63,BANK STREET,624,59,1011391,A2,102,,2003-10-01,40000.0,0,,,0,R6,"Renovate Apartment #4B on the 4th Floor and Apartment #5C on the 5th Floor. No change in use, occupancy or egress."
103565526,Manhattan,301,WEST   57 STREET,1048,7503,1076205,A1,104,,2003-10-02,50000.0,0,,,0,C6-6,PROPOSE TO CONSTRUCT NEW MEZZANINE AT 6TH FLOOR APARTMENT.
301602834,Brooklyn,3224,AVENUE I,7596,49,3254316,A1,318,,2005-04-04,40000.0,0,Y,,154,R4,Convert existing floor and cellar from a residential apartment to a medical office.
301605252,Brooklyn,126,4 AVENUE,407,26,3006476,A2,306,,2004-11-09,45000.0,0,,,0,C2-4,Install new fire alarm panel and interlocks for new sprinkler system in new apartment building. There is no change to egress or occupancy involved under this application.
301606126,Brooklyn,4402,5 AVENUE,738,36,3011202,A1,307,,2005-05-25,50000.0,0,,,0,C1-3,Convert existing apartments on first floor into medical offices.  Total 795 SF.
122731632,Manhattan,333,EAST 41ST STREET,1334,13,1038653,A2,106,,2016-05-05,52000.0,0,,,0,R10,"INTERIOR RENOVATION TO APARTMENTS 3D &amp; 4D. NO CHANGE TO USE, OCCUPANCY, OR EGRESS."
103576881,Manhattan,150,CENTRAL PARK SOUTH,1011,52,1023759,A2,105,,2004-01-29,50000.0,0,,,0,R10,"Interior renovation of an existing class 'A' apartment, #602.  Architectural and plumbing work. There is to be no change of use, occupancy or egress under this application."
301619434,Brooklyn,800,HALSEY STREET,1493,14,3040001,A1,303,,2003-10-17,45000.0,0,,,0,R5,COMBINE EXISTINGT APARTMENTS ON BASEMENT  AND FIRST FLOORS TO CREATE 1 D PLEX APARTMENT.  RELOCATE BATH AND KITCH EN ON SECOND FLOOR.  REMOVE EXISTING IR N FIRE ESCAPE AT BUILDING FRONT.
103583908,Manhattan,151,EAST   79 STREET,1508,20,1047470,A2,108,,2003-11-03,85000.0,0,,,0,R10A,"Renovate the interior of an existing apartment. No change to use, egress or occupancy."
103587860,Manhattan,2025,BROADWAY,1141,7502,1076231,A2,107,,2004-04-15,55000.0,0,,,0,C4-6A,"Combine two apartments.No change to use, egress or occupancy."
103587879,Manhattan,123,SULLIVAN STREET,503,7501,1085967,A2,102,,2004-09-21,58000.0,0,,,0,R7-2,"Renovation of an existing apartment, minor demolition and construction of interior non-bearing partitions. Plumbing relocation. No change to use, egress or occupancy."
103591132,Manhattan,81,IRVING PLACE,875,19,1017914,A2,106,,2003-10-29,40000.0,0,,,0,R8B,"COMBINE APAARTMENT 6D WITH 6E-F WHICH HAS ALREADY BEEN COMBINED UNDER ALTERATION TYPE 1 APPLICATION 101096948, ALL PLUMBING WORK HAS BEEN SIGNED OFF, BUT NO C/O ISSUED. THIS APPLICATION WILL SUPERCEDE AND COMBINE ALL APARTMENTS. NEW WORK WILL BE, INTERIOR PARTITIONS AND PLUMBING WORK. REMOVE KITCHEN IN APARTMENT 6D AND CAP LINES. NO CHANGE IN USE EGRESS OR OCCUPANCY."
301634658,Brooklyn,1616,STERLING PLACE,1381,12,3036909,A1,308,,2003-11-05,50000.0,0,,,0,C2-3,CHANGE USE FROM STORE AND 4 APARTMENTS TO 3-FAMILY DWELLING.
103598073,Manhattan,176,EAST   71 STREET,1405,40,1042740,A2,108,,2003-12-10,60000.0,0,,,0,C1-9,"Various partition, ceiling and plumbing changes on part of the 6th floor in Apartment #6B occupied by Mr. &amp; Mrs. Kupferman.  No change in egress, use or occupancy."
103601728,Manhattan,55,WHITE STREET,175,7503,1001935,A1,101,,2004-04-14,50000.0,0,Y,,494,C6-2A,"Renovation of existing apartment. To cre ATE REC.ROOM (NO SLEEPING) IN cellar.Remove and install non-load beari ng partitions, fixtures and finishesa as per plans filed herewith.Relocation o f existing convenience staircase."
103612850,Manhattan,124,EAST   79 STREET,1413,7501,1043270,A2,108,,2004-02-05,85000.0,0,,,0,R10A,"RENOVATE APARTMENT PENTHOUSE B AS PER PLANS FILED.  NO CHANGE IN USE, EGRESS OR OCCUPANCY."
301642480,Brooklyn,320,BOND STREET,437,38,3007331,A1,306,,2004-02-19,45000.0,0,,,0,R6,CONVERT NON-CONFORMING COMMERCIAL USE AT 1ST FLOOR TO A CONFORMING RESIDENTIAL APARTMENT &amp; OCCUPY BUILDING AS A THREE FAMILY RESIDENCE.
301642630,Brooklyn,61,HANCOCK STREET,1832,94,3052269,A1,303,,2004-05-13,45000.0,0,,,0,R6,"CONVERT EXISTING DUPLEX APARTMENT TO TWO  CLASS 'A'PARTMENTS GENERAL CON TRUCTION INCLUDING DRYWELL PARTITIONS,KI TCHEN AND BATHROOMS THROUGHT. NO WORK T BE DONE EXISTING SRO UNITS"
301644111,Brooklyn,1797,PARK PLACE,1463,1,3394974,A2,316,,2004-01-30,40000.0,0,,,0,R6,"Installation of Fire Alarm system in con  JUNCTION WITH CONSTRUCTION OF J-2 APARTMENT BUILDING.  NO CHANGE TO US E, EGRESS OR OCCUPANCY."
103604565,Manhattan,221,EAST   26 STREET,907,14,1019851,A1,106,,2004-02-18,50000.0,0,,,0,R8,"Split apartment #2 into two apartments on the second  floor. General construction work, including plumbing work; as per plans herewith submitted."
